time,CO2-PPM,Temp-C,Humidity-PCT
1539872740.368489,598.8787878787879,21.0,27.545454545454547
1539872800.8245049,604.9285714285714,21.0,26.392857142857142
1539872862.2160804,618.0370370370371,21.0,25.703703703703702
1539872922.4200613,618.0645161290323,21.0,23.419354838709676
1539872984.0328443,609.9142857142857,20.685714285714287,28.542857142857144
1539873044.0353127,613.5,21.0,24.176470588235293
1539873106.9983292,608.8571428571429,20.607142857142858,29.928571428571427
1539873167.4588215,602.5714285714286,20.964285714285715,26.928571428571427
1539873228.4143384,598.6666666666666,20.96969696969697,24.606060606060606
1539873291.1694655,603.7741935483871,20.64516129032258,28.64516129032258
1539873351.1775346,609.4705882352941,21.0,24.61764705882353
1539873413.0098464,624.5625,20.65625,27.0
1539873473.9462156,622.4848484848485,20.939393939393938,25.666666666666668
1539873534.8750837,617.7575757575758,20.848484848484848,24.03030303030303
1539873595.5824397,615.4722222222222,20.52777777777778,25.694444444444443
1539873655.5918052,609.4411764705883,20.705882352941178,21.823529411764707
1539873715.5997517,610.7941176470588,20.88235294117647,22.08823529411765
1539873775.811233,607.258064516129,20.0,29.870967741935484
1539873835.8308837,610.0882352941177,20.558823529411764,22.058823529411764
1539873896.7418067,613.4545454545455,20.606060606060606,22.12121212121212
1539873959.4961624,612.4193548387096,20.419354838709676,22.35483870967742
1539874019.516506,607.8529411764706,20.264705882352942,21.705882352941178
1539874081.1295357,609.0571428571428,19.885714285714286,25.742857142857144
1539874141.351333,609.483870967742,20.225806451612904,22.548387096774192
1539874202.4847312,598.1333333333333,19.566666666666666,30.666666666666668
1539874262.703743,595.0322580645161,19.70967741935484,26.387096774193548
1539874328.1803255,590.9285714285714,20.142857142857142,24.857142857142858
1539874389.100248,587.3030303030303,19.78787878787879,26.21212121212121
1539874449.102236,604.7941176470588,19.735294117647058,26.323529411764707
1539874510.028497,601.5757575757576,19.757575757575758,27.272727272727273
1539874570.047683,608.0588235294117,20.029411764705884,22.823529411764707
1539874630.9814923,603.0,19.696969696969695,27.21212121212121
1539874692.830955,597.9375,19.6875,27.0
1539874752.8374598,594.4705882352941,20.0,23.205882352941178
1539874813.9581256,600.2666666666667,20.0,24.3
1539874874.1961596,611.1290322580645,20.0,23.096774193548388
1539874935.127991,606.969696969697,19.09090909090909,33.484848484848484
1539874996.0619802,601.3030303030303,20.0,23.818181818181817
1539875056.4951909,595.8571428571429,20.0,25.535714285714285
1539875118.1301603,596.9714285714285,20.0,23.228571428571428
1539875178.3534715,596.0645161290323,20.0,22.35483870967742
1539875238.3603551,589.7352941176471,20.0,22.529411764705884
1539875299.4773588,593.0666666666667,19.333333333333332,30.633333333333333
1539875359.4861135,586.2941176470588,20.0,21.970588235294116
1539875420.6223748,584.8333333333334,20.0,22.3
1539875480.6332786,591.5588235294117,19.41176470588235,31.0
1539875541.34481,595.4444444444445,19.72222222222222,25.833333333333332
1539875601.562374,592.7096774193549,19.677419354838708,26.387096774193548
1539875662.281817,593.3055555555555,20.0,22.5
1539875723.202082,597.969696969697,19.696969696969695,25.696969696969695
1539875783.4176052,603.8064516129032,20.0,22.06451612903226
1539875843.6273522,592.0322580645161,20.0,23.129032258064516
1539875903.63065,594.0588235294117,20.0,21.647058823529413
1539875967.2968352,594.4,20.0,22.6
1539876028.0054777,599.6944444444445,19.72222222222222,25.5
1539876089.4230056,607.1578947368421,20.026315789473685,21.68421052631579
1539876151.0373998,613.0,20.0,22.228571428571428
1539876211.4651263,607.5714285714286,19.642857142857142,27.714285714285715
1539876272.1779366,600.9166666666666,20.0,21.75
1539876332.4001236,594.2258064516129,20.0,22.451612903225808
1539876394.4353201,594.9310344827586,20.0,22.724137931034484
1539876456.0461695,589.1142857142858,20.0,21.914285714285715
1539876516.0584269,588.9117647058823,20.0,21.794117647058822
1539876576.9888678,594.4848484848485,19.727272727272727,25.484848484848484
1539876638.1310177,593.5333333333333,20.0,23.5
1539876699.5610085,602.921052631579,20.0,21.55263157894737
1539876760.2659643,607.4444444444445,19.444444444444443,28.083333333333332
1539876820.9708078,601.9166666666666,19.72222222222222,25.166666666666668
1539876881.889586,598.8181818181819,19.393939393939394,29.09090909090909
1539876946.0325592,600.7142857142857,20.0,22.057142857142857
1539877006.2619162,608.483870967742,20.0,22.741935483870968
1539877066.9924088,609.1111111111111,19.72222222222222,24.63888888888889
1539877127.7228749,602.3611111111111,20.0,21.944444444444443
1539877188.6552577,596.969696969697,20.0,22.575757575757574
1539877249.3569834,590.8333333333334,20.0,21.916666666666668
1539877311.186642,589.71875,20.0,22.8125
1539877372.6062384,596.3157894736842,19.736842105263158,24.842105263157894
1539877433.3335557,597.4722222222222,20.0,21.86111111111111
1539877493.3499806,594.9411764705883,20.0,22.264705882352942
1539877553.3590753,600.7941176470588,19.735294117647058,25.38235294117647
1539877614.0725913,606.9722222222222,19.72222222222222,25.61111111111111
1539877675.2043345,607.2,20.0,22.833333333333332
1539877736.1277773,608.3939393939394,19.696969696969695,26.666666666666668
1539877796.1417186,607.1176470588235,20.0,21.852941176470587
1539877857.076151,596.0,19.696969696969695,25.151515151515152
1539877917.9922123,599.6969696969697,19.696969696969695,25.606060606060606
1539877978.0145578,596.1764705882352,19.705882352941178,24.735294117647058
1539878038.0169864,595.5882352941177,20.0,22.029411764705884
1539878099.6320436,606.6857142857143,20.02857142857143,21.714285714285715
1539878160.3558242,607.3055555555555,20.0,21.694444444444443
1539878221.288247,613.4242424242424,19.696969696969695,25.242424242424242
1539878282.0203693,622.9166666666666,19.72222222222222,24.86111111111111
1539878342.9606247,615.7272727272727,19.696969696969695,27.181818181818183
1539878404.384946,616.2631578947369,20.0,21.605263157894736
1539878464.3879888,607.3529411764706,20.0,21.38235294117647
1539878525.3209412,611.0,20.0,22.09090909090909
1539878586.2452388,613.8484848484849,20.0,22.606060606060606
1539878647.670642,612.7368421052631,20.0,21.526315789473685
1539878708.590923,609.1818181818181,20.0,21.939393939393938
1539878770.2050972,608.0857142857143,19.714285714285715,25.62857142857143
1539878830.2095973,618.0882352941177,20.0,21.61764705882353
1539878891.1426628,617.8484848484849,20.0,21.666666666666668
1539878951.3579373,620.7096774193549,20.0,22.193548387096776
1539879012.4812763,613.3,20.0,22.966666666666665
1539879073.3943894,609.6060606060606,19.696969696969695,25.78787878787879
1539879135.939423,608.2058823529412,20.0,22.235294117647058
1539879197.3654554,611.5526315789474,20.0,21.473684210526315
1539879257.3850553,614.5294117647059,19.970588235294116,22.029411764705884
1539879317.40132,615.9705882352941,20.0,22.294117647058822
1539879378.1279092,618.8333333333334,20.0,22.36111111111111
1539879439.2687004,636.1666666666666,20.0,22.866666666666667
1539879500.4011815,638.6,20.0,23.4
1539879561.1305707,635.1111111111111,19.444444444444443,28.055555555555557
1539879622.068284,636.4545454545455,19.393939393939394,29.21212121212121
1539879682.0757093,634.7647058823529,20.0,21.88235294117647
1539879742.5148191,628.6785714285714,20.0,22.678571428571427
1539879805.7746024,624.4722222222222,19.72222222222222,24.86111111111111
1539879865.9947891,632.6451612903226,19.677419354838708,27.806451612903224
1539879927.4048648,642.8684210526316,19.736842105263158,25.973684210526315
1539879988.1143124,653.9722222222222,20.0,21.97222222222222
1539880048.193533,647.2647058823529,19.970588235294116,21.41176470588235
1539880109.1241114,637.2727272727273,20.0,21.727272727272727
1539880170.7385235,655.8571428571429,20.0,21.8
1539880234.3911033,673.7666666666667,19.666666666666668,29.266666666666666
1539880294.3965573,686.2352941176471,20.0,29.11764705882353
1539880356.006341,710.4571428571429,20.0,28.82857142857143
1539880416.0069184,725.9705882352941,20.0,29.823529411764707
1539880476.938197,739.7272727272727,20.0,27.848484848484848
1539880537.855621,740.3333333333334,20.0,30.575757575757574
1539880597.8612072,742.6176470588235,20.0,29.91176470588235
1539880659.2654324,757.3947368421053,20.0,31.289473684210527
1539880719.970579,758.8611111111111,20.0,30.916666666666668
1539880782.500206,756.8529411764706,20.0,30.470588235294116
1539880845.016654,762.5882352941177,20.0,30.41176470588235
1539880905.9252973,777.2121212121212,20.0,32.0
1539880967.0454133,804.9666666666667,20.0,31.533333333333335
1539881028.6522276,794.3714285714286,20.02857142857143,29.485714285714284
1539881089.3606148,781.2222222222222,20.0,29.333333333333332
1539881150.4802718,780.2,20.0,31.9
1539881213.2194784,790.7096774193549,19.967741935483872,31.580645161290324
1539881274.6343606,797.2105263157895,20.0,31.973684210526315
1539881334.8574505,800.1935483870968,20.0,31.64516129032258
1539881398.2992375,805.3939393939394,19.696969696969695,34.45454545454545
1539881458.3111014,798.6764705882352,20.0,31.323529411764707
1539881519.225687,789.5757575757576,20.0,31.12121212121212
1539881580.3561862,778.2,20.0,31.1
1539881640.3626802,771.8823529411765,20.0,30.41176470588235
1539881701.0715117,766.5,20.0,30.75
1539881761.9903002,759.2121212121212,20.0,31.0
1539881824.0522037,751.2413793103449,20.0,30.17241379310345
1539881884.0580356,760.1470588235294,20.0,30.11764705882353
1539881944.2667007,744.5806451612904,19.677419354838708,32.83870967741935
1539882005.686695,739.4736842105264,19.736842105263158,30.105263157894736
1539882066.815493,741.0333333333333,20.0,27.4
1539882128.427915,732.8571428571429,20.0,27.314285714285713
1539882189.8350286,735.3421052631579,19.736842105263158,28.0
1539882249.835339,741.7058823529412,19.705882352941178,28.441176470588236
1539882310.9492383,746.8,19.666666666666668,29.833333333333332
1539882371.663632,746.8055555555555,20.0,24.13888888888889
1539882432.576991,753.9090909090909,20.0,23.545454545454547
1539882493.2872415,754.2777777777778,20.0,24.055555555555557
1539882554.6993735,755.8947368421053,20.0,23.342105263157894
1539882615.6075082,751.939393939394,19.696969696969695,29.424242424242426
1539882677.647658,747.9310344827586,20.0,28.655172413793103
1539882741.082553,757.1818181818181,20.0,28.484848484848484
1539882801.7973917,765.6111111111111,20.0,31.27777777777778
1539882861.803062,793.4705882352941,20.0,32.088235294117645
1539882923.4151468,812.7428571428571,20.0,30.65714285714286
1539882985.0273702,822.6857142857143,20.0,31.114285714285714
1539883045.7360556,836.6388888888889,19.97222222222222,31.86111111111111
1539883105.7366903,868.3529411764706,20.0,32.294117647058826
1539883166.654398,874.4848484848485,20.0,33.21212121212121
1539883227.3621218,895.25,20.0,34.0
1539883288.0676556,921.9444444444445,19.72222222222222,36.69444444444444
1539883349.187769,919.9,19.3,40.9
1539883409.390031,917.4516129032259,20.0,32.806451612903224
1539883469.6048567,915.5483870967741,19.967741935483872,33.03225806451613
1539883530.5182202,927.0909090909091,19.666666666666668,36.06060606060606
1539883591.2247965,929.8611111111111,19.72222222222222,35.75
1539883651.9347897,921.2777777777778,19.444444444444443,39.02777777777778
1539883712.1465354,926.1612903225806,19.967741935483872,32.74193548387097
1539883774.4761481,918.4324324324324,20.0,32.108108108108105
1539883836.308243,920.53125,20.0,32.75
1539883896.3083203,921.5,20.0,32.64705882352941
1539883957.9288127,920.9428571428572,19.97142857142857,32.22857142857143
1539884018.8518982,926.7878787878788,19.696969696969695,36.15151515151515
1539884079.9870198,928.0,19.333333333333332,40.56666666666667
1539884139.9972947,932.0,20.0,33.1764705882353
1539884200.008758,928.5882352941177,20.0,33.38235294117647
1539884261.1510642,931.5,19.633333333333333,36.333333333333336
1539884321.361099,942.5806451612904,20.032258064516128,33.0
1539884381.5783482,944.5483870967741,20.0,33.25806451612903
1539884441.5830212,945.1176470588235,20.0,33.26470588235294
1539884501.586797,942.2352941176471,20.0,32.794117647058826
1539884562.4997447,935.0,19.696969696969695,36.36363636363637
1539884622.5049453,932.7058823529412,20.0,33.05882352941177
1539884683.4169476,930.5454545454545,20.0,32.96969696969697
1539884746.8675869,933.939393939394,20.0,33.121212121212125
1539884807.5785425,934.3055555555555,20.0,33.25
1539884868.4985585,937.6363636363636,20.0,33.15151515151515
1539884929.8382037,945.8518518518518,20.0,34.22222222222222
1539884990.7493026,942.4545454545455,19.96969696969697,33.42424242424242
1539885050.7501385,947.6764705882352,20.0,32.8235294117647
1539885111.453548,944.4444444444445,20.0,31.77777777777778
1539885172.8718667,935.1842105263158,20.0,31.736842105263158
1539885233.581984,931.8611111111111,20.0,31.75
1539885294.290942,935.6666666666666,20.0,31.63888888888889
1539885354.4965496,931.8387096774194,20.0,31.677419354838708
1539885414.5089943,931.5294117647059,19.970588235294116,33.911764705882355
1539885474.5188932,935.3823529411765,19.941176470588236,33.76470588235294
1539885535.2266102,931.1944444444445,19.63888888888889,35.166666666666664
1539885596.8412461,930.6,19.942857142857143,32.05714285714286
1539885656.8453526,936.4117647058823,19.970588235294116,31.970588235294116
1539885718.2503629,932.0,19.973684210526315,31.86842105263158
1539885778.460267,931.6129032258065,20.0,30.516129032258064
